   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 _base.py:2630(autoscale_view)
        1    0.000    0.000    0.000    0.000 _base.py:2681(<listcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:2687(<listcomp>)
        2    0.000    0.000    0.002    0.001 _base.py:2696(handle_single_axis)
       18    0.000    0.000    0.000    0.000 _base.py:2764(_get_axis_list)
       13    0.000    0.000    0.000    0.000 _base.py:2767(_get_axis_map)
        1    0.000    0.000    0.001    0.001 _base.py:2785(_update_title_position)
        4    0.000    0.000    0.000    0.000 _base.py:2836(<genexpr>)
        1    0.000    0.000    0.108    0.108 _base.py:2843(draw)
        1    0.000    0.000    0.000    0.000 _base.py:2993(set_axisbelow)
        3    0.000    0.000    0.017    0.006 _base.py:3029(grid)
        2    0.000    0.000    0.003    0.002 _base.py:3191(tick_params)
        1    0.000    0.000    0.000    0.000 _base.py:323(_getdefaults)
        1    0.000    0.000    0.000    0.000 _base.py:3279(set_axis_on)
        1    0.000    0.000    0.000    0.000 _base.py:3297(set_xlabel)
        2    0.000    0.000    0.000    0.000 _base.py:331(<genexpr>)
        1    0.000    0.000    0.000    0.000 _base.py:3358(get_xbound)
        1    0.000    0.000    0.000    0.000 _base.py:3374(set_xbound)
        1    0.000    0.000    0.000    0.000 _base.py:34(_axis_method_wrapper)
        1    0.000    0.000    0.000    0.000 _base.py:3406(get_xlim)
        1    0.000    0.000    0.000    0.000 _base.py:341(_setdefaults)
        8    0.000    0.000    0.001    0.000 _base.py:3429(_validate_converted_limits)
        2    0.000    0.000    0.001    0.000 _base.py:3446(set_xlim)
        1    0.000    0.000    0.000    0.000 _base.py:350(_makeline)
        1    0.000    0.000    0.000    0.000 _base.py:3641(set_ylabel)
        1    0.000    0.000    0.000    0.000 _base.py:3702(get_ybound)
        1    0.000    0.000    0.000    0.000 _base.py:3718(set_ybound)
        1    0.000    0.000    0.000    0.000 _base.py:3750(get_ylim)
        2    0.000    0.000    0.000    0.000 _base.py:3773(set_ylim)
        1    0.000    0.000    0.000    0.000 _base.py:4040(set_navigate)
        1    0.000    0.000    0.000    0.000 _base.py:4056(set_navigate_mode)
        1    0.000    0.000    0.000    0.000 _base.py:409(_plot_args)
        4    0.000    0.000    0.000    0.000 _base.py:4324(get_children)
        3    0.000    0.000    0.000    0.000 _base.py:461(<genexpr>)
       31    0.000    0.000    0.001    0.000 _base.py:51(__init__)
        2    0.000    0.000    0.000    0.000 _base.py:532(<genexpr>)
        1    0.000    0.000    0.000    0.000 _base.py:539(<listcomp>)
        1    0.000    0.000    0.001    0.001 _base.py:542(_AxesBase)
        1    0.000    0.000    0.042    0.042 _base.py:554(__init__)
       31    0.000    0.000    0.001    0.000 _base.py:66(__set_name__)
        8    0.000    0.000    0.000    0.000 _base.py:72(wrapper)
        3    0.000    0.000    0.000    0.000 _base.py:725(get_window_extent)
        1    0.000    0.000    0.008    0.008 _base.py:742(_init_axis)
        1    0.000    0.000    0.000    0.000 _base.py:752(set_figure)
    41/37    0.000    0.000    0.002    0.000 _base.py:766(_unstale_viewLim)
       82    0.000    0.000    0.000    0.000 _base.py:769(<genexpr>)
       82    0.000    0.000    0.000    0.000 _base.py:771(<genexpr>)
       40    0.000    0.000    0.000    0.000 _base.py:780(viewLim)
        1    0.000    0.000    0.000    0.000 _base.py:787(_request_autoscale_view)
        1    0.000    0.000    0.000    0.000 _base.py:795(_set_lim_and_transforms)
    74/40    0.000    0.000    0.000    0.000 _base.py:831(get_xaxis_transform)
        8    0.000    0.000    0.000    0.000 _base.py:855(get_xaxis_text1_transform)
        8    0.000    0.000    0.000    0.000 _base.py:881(get_xaxis_text2_transform)
    92/50    0.000    0.000    0.001    0.000 _base.py:907(get_yaxis_transform)
       10    0.000    0.000    0.000    0.000 _base.py:931(get_yaxis_text1_transform)
        1    0.000    0.000    0.000    0.000 _base.py:95(_TransformedBoundsLocator)
       10    0.000    0.000    0.000    0.000 _base.py:957(get_yaxis_text2_transform)
        2    0.000    0.000    0.000    0.000 _base.py:983(_update_transScale)
        2    0.000    0.000    0.000    0.000 _base.py:993(get_position)
       14    0.000    0.000    0.000    0.000 _binary.py:91(o32be)
       32    0.000    0.000    0.000    0.000 _bootlocale.py:11(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _cm.py:66(cubehelix)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:2061(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
      148    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
       15    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
      459    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
   505719    0.580    0.000    1.913    0.000 _collections_abc.py:657(get)
   490705    1.223    0.000    3.615    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:672(keys)
   249410    0.389    0.000    0.583    0.000 _collections_abc.py:676(items)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:680(values)
   249415    0.194    0.000    0.194    0.000 _collections_abc.py:698(__init__)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:701(__len__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:719(__iter__)
       20    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
   757557    0.860    0.000    3.088    0.000 _collections_abc.py:742(__iter__)
       20    0.000    0.000    0.000    0.000 _collections_abc.py:760(__iter__)
       31    0.000    0.000    0.002    0.000 _collections_abc.py:824(update)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _color_data.py:32(<genexpr>)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
        7    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        3    0.000    0.000    0.000    0.000 _enums.py:103(__init__)
        1    0.000    0.000    0.001    0.001 _enums.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _enums.py:136(<listcomp>)
        1    0.000    0.000    0.000    0.000 _enums.py:140(CapStyle)
        1    0.000    0.000    0.000    0.000 _enums.py:17(_AutoStringNameEnum)
        3    0.000    0.000    0.000    0.000 _enums.py:176(__init__)
        3    0.000    0.000    0.000    0.000 _enums.py:20(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 _enums.py:204(<listcomp>)
        6    0.000    0.000    0.000    0.000 _enums.py:27(_deprecate_case_insensitive_join_cap)
        1    0.000    0.000    0.000    0.000 _enums.py:44(JoinStyle)
        3    0.000    0.000    0.000    0.000 _layoutgrid.py:126(reset_margins)
        3    0.000    0.000    0.000    0.000 _layoutgrid.py:136(add_constraints)
        3    0.000    0.000    0.000    0.000 _layoutgrid.py:145(hard_constraints)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:17(<module>)
        3    0.000    0.000    0.000    0.000 _layoutgrid.py:173(parent_constraints)
        3    0.000    0.000    0.000    0.000 _layoutgrid.py:213(grid_constraints)
       24    0.000    0.000    0.000    0.000 _layoutgrid.py:255(edit_margin)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:29(LayoutGrid)
       24    0.000    0.000    0.000    0.000 _layoutgrid.py:295(edit_margins)
        3    0.001    0.000    0.003    0.001 _layoutgrid.py:34(__init__)
        3    0.001    0.000    0.001    0.000 _layoutgrid.py:77(<listcomp>)
        3    0.000    0.000    0.000    0.000 _layoutgrid.py:78(<listcomp>)
        3    0.000    0.000    0.000    0.000 _layoutgrid.py:79(<listcomp>)
        3    0.000    0.000    0.000    0.000 _layoutgrid.py:80(<listcomp>)
       12    0.000    0.000    0.000    0.000 _layoutgrid.py:83(<listcomp>)
        3    0.000    0.000    0.000    0.000 _layoutgrid.py:92(<listcomp>)
        3    0.000    0.000    0.000    0.000 _layoutgrid.py:93(<listcomp>)
        3    0.000    0.000    0.000    0.000 _layoutgrid.py:95(<listcomp>)
        3    0.000    0.000    0.000    0.000 _layoutgrid.py:96(<listcomp>)
       12    0.000    0.000    0.000    0.000 _layoutgrid.py:98(<listcomp>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1003(STIXSansFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1010(DejaVuSerifFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1014(DejaVuSansFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1055(Node)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1085(Box)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1111(Vbox)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1118(Hbox)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1125(Char)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1208(Accent)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1238(List)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1299(Hlist)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1412(Vlist)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1491(Rule)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1510(Hrule)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1521(Vrule)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1544(Glue)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1580(Fil)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1586(Fill)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1592(Filll)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1598(NegFil)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1604(NegFill)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1610(NegFilll)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1616(SsGlue)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1622(HCentered)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1632(VCentered)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1642(Kern)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1673(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1688(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1727(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1755(Ship)
        1    0.000    0.000    0.010    0.010 _mathtext.py:1923(Parser)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1932(_MathStyle)
        1    0.000    0.000    0.000    0.000 _mathtext.py:222(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:2292(State)
        1    0.000    0.000    0.010    0.010 _mathtext.py:2505(<lambda>)
        1    0.001    0.001    0.010    0.010 _mathtext.py:2506(<listcomp>)
    10766    0.004    0.000    0.007    0.000 _mathtext.py:2507(<genexpr>)
        1    0.000    0.000    0.012    0.012 _mathtext.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:330(BakomaFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:443(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:566(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:610(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:627(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:644(StixFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:71(Fonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:748(StixSansFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:756(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:947(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 _mathtext.py:983(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:994(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:628(<dictcomp>)
        8    0.000    0.000    0.001    0.000 _methods.py:106(_clip)
        8    0.000    0.000    0.000    0.000 _methods.py:245(_ptp)
       64    0.000    0.000    0.000    0.000 _methods.py:37(_amax)
       44    0.000    0.000    0.001    0.000 _methods.py:41(_amin)
       12    0.000    0.000    0.001    0.000 _methods.py:45(_sum)
       37    0.000    0.000    0.000    0.000 _methods.py:53(_any)
       17    0.000    0.000    0.000    0.000 _methods.py:56(_all)
       16    0.000    0.000    0.000    0.000 _methods.py:72(_clip_dep_is_scalar_nan)
       16    0.000    0.000    0.000    0.000 _methods.py:82(_clip_dep_is_byte_swapped)
        8    0.000    0.000    0.000    0.000 _methods.py:87(_clip_dep_invoke_with_casting)
        1    0.000    0.000    0.000    0.000 _monitor.py:93(report)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:10(Gcf)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:105(get_active)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:110(_set_new_active_manager)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:123(set_active)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:34(get_fig_manager)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:78(destroy_all)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:9(SecondaryAxis)
        1    0.000    0.000    0.090    0.090 _subplots.py:1(<module>)
        1    0.000    0.000    0.043    0.043 _subplots.py:16(__init__)
        1    0.000    0.000    0.000    0.000 _subplots.py:163(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 _subplots.py:182(<genexpr>)
        1    0.000    0.000    0.001    0.001 _subplots.py:69(set_subplotspec)
        1    0.000    0.000    0.000    0.000 _subplots.py:9(SubplotBase)
